_id,Proposal Number:,Program Cycle:,Submitting Institution Name:,Project Status:,Start Date:,Lead Investigator:,Project Duration:,End Date:,SubmissionType:,Proposal Title:,Research Keyword 1,Research Keyword 2,Research Keyword 3,Research Keyword 4,Research Keyword 5,Research Type:,Personnel,Institution,URL
2034,NPRP 7 - 1360 - 1 - 254,NPRP,Texas A&M University at Qatar,Award Tech. Completed,01 Feb 2015,Dr. Ahmad El-Guindy,3 Year(s),20 Feb 2018,New,"Some Questions in Partitions, q-series and Asymptotics",Partitions, q-series, Asymptotics, Orthogonal Polynomials, q-Hermite Polynomials,Basic research,"[('Lead PI', 'Dr. Ahmad El-Guindy', 'Texas A&amp;M University at Qatar'), ('Co-Lead PI', 'Dr. Ahmad El-Guindy', 'Texas A&amp;M University at Qatar'), ('PI', 'Prof. Mourad Ismail', 'University of Central Florida')]","[('Texas A&amp;M University at Qatar', 'Qatar', 'Submitting Institution'), ('University of Central Florida', 'United States', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15807&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2035,NPRP 7 - 136 - 3 - 031,NPRP,Weill Cornell Medical College in Qatar,Award Active,01 Jan 2015,Prof. Lotfi Chouchane,3 Year(s),03 Nov 2018,New,Aggressive Breast Cancers in Arab Populations: CCL5 Implications as a Potential Target for Breast Cancer Therapy,Breast cancer, CCL5, triple negative and inflammatory, Nanotechnology, Arab populations,Translational Research,"[('Lead PI', 'Prof. Lotfi Chouchane', 'Weill Cornell Medical College in Qatar'), ('Co-Lead PI', 'Prof. Lotfi Chouchane', 'Weill Cornell Medical College in Qatar'), ('PI', 'Prof. Xiaojing Ma', 'Weill Cornell Medical College'), ('PI', 'Prof. Shahinaz Bedri', 'Ahfad University for Women'), ('PI', 'Dr. Salha Al-bader', 'Hamad Medical Corporation'), ('PI', 'Dr. Haifa Shen', 'Houston Methodist Research Institute')]","[('Weill Cornell Medical College in Qatar', 'Qatar', 'Submitting Institution'), ('Hamad Medical Corporation', 'Qatar', 'Collaborative Institution'), ('Weill Cornell Medical College', 'United States', 'Collaborative Institution'), ('Houston Methodist Research Institute', 'United States', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=14425&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2036,NPRP 7 - 1334 - 6 - 039,NPRP,Qatar University,Award Active,01 Apr 2015,Dr. Hanady Ahmed,3 Year(s),30 Sep 2018,New,Using half a trillion tweet to analyze sentiments in the Arab World,Sentiment analysis, Arabic language , lexicon, Sentiments comparisons in English and Arabic, Social network analysis,Applied research,"[('Lead PI', 'Dr. Hanady Ahmed', 'Qatar University'), ('Co-Lead PI', 'Dr. Hanady Ahmed', 'Qatar University'), ('PI', 'Prof. Allan Ramsay', 'University of Manchester'), ('PI', 'Dr. Mazen El-Masri', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('University of Manchester', 'United Kingdom', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15780&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2037,NPRP 7 - 1330 - 2 - 483,NPRP,Carnegie Mellon University - Qatar,Award Active,01 Dec 2015,Prof. Mohammad Hammoud,3 Year(s),01 Dec 2018,New,Scalable Analytics Engine for Big Graphs on the Cloud,Big Graphs, Distributed Graph Algorithms, Cloud Computing, Distributed File Systems, Graph Analytics Engines,Basic research,"[('Lead PI', 'Prof. Mohammad Hammoud', 'Carnegie Mellon University - Qatar'), ('Co-Lead PI', 'Prof. Mohammad Hammoud', 'Carnegie Mellon University - Qatar'), ('PI', 'Dr. Rami Melhem', 'University of Pittsburgh'), ('PI', 'Dr. Tamer Elsayed', 'Qatar University')]","[('Carnegie Mellon University - Qatar', 'Qatar', 'Submitting Institution'), ('Qatar University', 'Qatar', 'Collaborative Institution'), ('University of Pittsburgh', 'United States', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15776&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2038,NPRP 7 - 1300 - 1 - 241,NPRP,Weill Cornell Medical College in Qatar,Award Active,01 Jan 2015,Dr. Hani Najafi-Shoushtari,3 Year(s),31 Jul 2018,New,IRE1a and XBP1 dependent microRNAs and their role in hepatic lipid metabolism.,Lipid metabolism, Microrna, Unfolded Protein Response, Gene expression, liver,Basic research,"[('Lead PI', 'Dr. Hani Najafi-Shoushtari', 'Weill Cornell Medical College in Qatar'), ('PI', 'Dr. Ann-Hwee Lee', 'Weill Cornell Medical College'), ('PI', 'Dr. David Cohen', 'Weill Cornell Medical College')]","[('Weill Cornell Medical College in Qatar', 'Qatar', 'Submitting Institution'), ('Weill Cornell Medical College', 'United States', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15745&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2039,NPRP 7 - 1291 - 1 - 238,NPRP,Kahramaa,Award Terminated,20 Apr 2015,Dr. Jacobus Groen,2 Year(s),01 Sep 2017,New,Potential for paleogroundwater resources under islands and coastal waters offshore Qatar,Groundwater resources, Exploration, Development, Paleogroundwater, Hydrogeology,Applied research,"[('Lead PI', 'Dr. Jacobus Groen', 'VU University Amsterdam'), ('Co-Lead PI', 'Prof. Mohammad Imad Raouf', 'Kahramaa')]","[('Kahramaa', 'Qatar', 'Submitting Institution'), ('Nectaerra', 'Netherlands', 'Collaborative Institution'), ('VU University Amsterdam', 'Netherlands', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15736&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2040,NPRP 7 - 1302 - 1 - 242,NPRP,Qatar University,Award Active,11 Jan 2015,Dr. Ibrahim AL-MASLAMANI,3 Year(s),11 Jul 2018,Renewal of [NPRP 09 - 129 - 1 - 018],Ecological processes underlying ecosystem function in arid mangroves.,mangrove, seagrass, modelling, Connectivity, Ecosystem function,Applied research,"[('Lead PI', 'Dr. Ibrahim AL-MASLAMANI', 'Qatar University'), ('Co-Lead PI', 'Dr. Ibrahim AL-MASLAMANI', 'Qatar University'), ('PI', 'Prof. Hilary Kennedy', 'Bangor University'), ('PI', 'Dr. Martin Skov', 'Bangor University'), ('PI', 'Dr. Mark Walton', 'Bangor University'), ('PI', 'Dr. Peter Robins', 'Bangor University'), ('PI', 'Dr. Lewis Le Vay', 'Bangor University')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('Bangor University', 'United Kingdom', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15747&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2041,NPRP 7 - 1301 - 3 - 336,NPRP,Hamad Medical Corporation,Award Active,12 Jan 2015,Dr. Matthew Greenblatt,3 Year(s),29 Oct 2018,New,Identification and Characterization of Bone-related Genetic Variants in Families,Bone, monogenetic disorders, Genetics, osteoporosis, pediatric orthopedics,Basic research,"[('Lead PI', 'Dr. Matthew Greenblatt', 'Weill Medical College - New York'), ('Co-Lead PI', 'Dr. Talal Ibrahim', 'Hamad Medical Corporation'), ('PI', 'Dr. amal robay', 'Weill Cornell Medical College in Qatar'), ('PI', 'Dr. Jae-Hyuck Shim', 'Weill Medical College - New York'), ('PI', 'Dr. Laurie Glimcher', 'Weill Medical College - New York'), ('PI', 'Dr. Juan Rodriguez-Flores', 'Weill Medical College - New York'), ('PI', 'Dr. Ronald Crystal', 'Weill Medical College - New York'), ('PI', 'Prof. Shahinaz Bedri', 'Ahfad University for Women'), ('PI', 'Dr. Nayef Mazloum', 'Weill Cornell Medical College in Qatar')]","[('Hamad Medical Corporation', 'Qatar', 'Submitting Institution'), ('Weill Medical College - New York', 'United States', 'Collaborative Institution'), ('Weill Cornell Medical College in Qatar', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15746&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2042,NPRP 7 - 1263 - 1 - 230,NPRP,Texas A&M University at Qatar,Award Active,01 Feb 2015,Prof. David Bergbreiter,3 Year(s),30 Jun 2018,New,Surface and Bulk Functionalization of Polyolefins Using Functionalized Polyolefin Oligomers,polyolefins, synthesis, surface chemistry, polymer chemistry, nano composites,Basic research,"[('Lead PI', 'Prof. David Bergbreiter', 'Texas A&amp;M University - College Station'), ('Co-Lead PI', 'Dr. Sherzod Madrahimov', 'Texas A&amp;M University at Qatar'), ('PI', 'Prof. Dave Seapy', 'Texas A&amp;M University at Qatar'), ('PI', 'Dr. Mabrouk Ouederni', 'Qatar Petrochemical Co. (QAPCO)')]","[('Texas A&amp;M University at Qatar', 'Qatar', 'Submitting Institution'), ('Texas A&amp;M University - College Station', 'United States', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15708&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2043,NPRP 7 - 1267 - 3 - 328,NPRP,Qatar University,Award Active,11 Jul 2015,Dr. Khalid Al-Saad,3 Year(s),17 Oct 2018,New,Development of infrared and Raman imaging for objective scoring of breast cancer tissue sections,Prostate cancer, Breast cancer, Raman spectroscopy, FTIR spectroscopy, Cancer diagnosis,Basic research,"[('Lead PI', 'Dr. Khalid Al-Saad', 'Qatar University'), ('Co-Lead PI', 'Dr. Khalid Al-Saad', 'Qatar University'), ('PI', 'Dr. mohamad ussama Al Homsi', 'Hamad Medical Corporation'), ('PI', 'Prof. Fiona  Lyng', 'Dublin Institute of Technology'), ('PI', 'Dr. Airton Martin', 'University of Vale do Paraíba'), ('PI', 'Dr. Aidan Meade', 'Dublin Institute of Technology'), ('PI', 'Dr. rafif mahmood alsaady', 'Al Ahli Hospital'), ('PI', 'Prof. Andreas Limbeck', 'Vienna University of Technology'), ('PI', 'Prof. Joerg Feldmann', 'University of Aberdeen'), ('PI', 'Prof. Erik Goormaghtigh', 'Université Libre de Bruxelles')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('Hamad Medical Corporation', 'Qatar', 'Collaborative Institution'), ('University of Aberdeen', 'United Kingdom', 'Collaborative Institution'), ('Al Ahli Hospital', 'Qatar', 'Collaborative Institution'), ('Université Libre de Bruxelles', 'Belgium', 'Collaborative Institution'), ('Vienna University of Technology', 'Austria', 'Collaborative Institution'), ('University of Vale do Paraíba', 'Brazil', 'Collaborative Institution'), ('Dublin Institute of Technology', 'Ireland', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15712&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2044,NPRP 7 - 1287 - 6 - 038,NPRP,Virginia Commonwealth University in Qatar (VCUQatar),Award Tech. Completed,05 Mar 2015,Dr. Radha Dalal,2 Year(s),15 May 2018,New,Museums in the 21st Century and Global Art History: Building Knowledge Base through Online Resources in Qatar,global art history, museum studies, online education, digital humanities, continuing education,Basic research,"[('Lead PI', 'Dr. Radha Dalal', 'Virginia Commonwealth University in Qatar (VCUQatar)'), ('Co-Lead PI', 'Dr. Radha Dalal', 'Virginia Commonwealth University in Qatar (VCUQatar)'), ('Co-Lead PI', 'Dr. Dina Bangdel', 'Virginia Commonwealth University in Qatar (VCUQatar)'), ('PI', 'Dr. Michael Schreffler', 'University of Notre Dame'), ('PI', 'Dr. Karen Exell', 'University College London (UCL) - Qatar'), ('PI', 'Dr. Dina Bangdel', 'Virginia Commonwealth University in Qatar (VCUQatar)'), ('PI', 'Dr. Jelena Trkulja', 'Qatar Museum Authority'), ('PI', 'Dr. Serena Iervolino', 'University College London (UCL) - Qatar')]","[('Virginia Commonwealth University in Qatar (VCUQatar)', 'Qatar', 'Submitting Institution'), ('Qatar Museum Authority', 'Qatar', 'Collaborative Institution'), ('Virginia Commonwealth University', 'United States', 'Collaborative Institution'), ('University of Notre Dame', 'United States', 'Collaborative Institution'), ('University College London (UCL) - Qatar', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15732&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2045,NPRP 7 - 125 - 2 - 061,NPRP,Texas A&M University at Qatar,Award Tech. Completed,01 Feb 2015,Prof. Joseph Boutros,3 Year(s),01 Feb 2018,New,Numerical Analysis and In-vitro Demonstrator of Nano-scale Communication Networks for Healthcare Monitoring Applications (nano-Health),Body area network, E-health and technology assisted health programs, Bio electromagnetics, Nano communications, In-vivo communication,Applied research,"[('Lead PI', 'Prof. Joseph Boutros', 'Texas A&amp;M University at Qatar'), ('Lead PI', 'Dr. Qammer Abbasi', 'University of Glasgow'), ('PI', 'Dr. Qammer Abbasi', 'University of Glasgow'), ('PI', 'Dr. Akram Alomainy', 'Queen Mary, University of London'), ('PI', 'Dr. Halima Bensmail', 'Hamad Bin Khalifa University'), ('PI', 'Dr. Khalid Qaraqe', 'Texas A&amp;M University at Qatar')]","[('Texas A&amp;M University at Qatar', 'Qatar', 'Submitting Institution'), ('Queen Mary, University of London', 'United Kingdom', 'Collaborative Institution'), ('University of Glasgow', 'United Kingdom', 'Collaborative Institution'), ('Hamad Bin Khalifa University', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=14410&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2046,NPRP 7 - 121 - 4 - 002,NPRP,Ministry of Municipality and Environment (MME),Award Active,01 Feb 2015,Dr. Mohamed Kanber Wafi,3 Year(s),28 Aug 2018,Resubmission of [NPRP 6 - 656 - 4 - 014],Feasibility of Nano Filtration for desalinization of saline/seawater used for irrigating vegetable crops in greenhouse under Qatar conditions,Seawater, Desalination, Nanotechnology, Irrigation, Crop production,Applied research,"[('Lead PI', 'Dr. Mohamed Kanber Wafi', 'Ministry of Municipality and Environment (MME)'), ('Co-Lead PI', 'Dr. Mohamed Kanber Wafi', 'Ministry of Municipality and Environment (MME)'), ('PI', 'Dr. Khalil Ammar', 'International Center for Biosaline Agriculture'), ('PI', 'Dr. Dr. Nazir Hussain', ''), ('PI', 'Dr. Shabbir Shahid', 'International Center for Biosaline Agriculture')]","[('Ministry of Municipality and Environment (MME)', 'Qatar', 'Submitting Institution'), ('Qatar Shell Research &amp; Technology Center QSTP LLC', 'Qatar', 'Collaborative Institution'), ('International Center for Biosaline Agriculture', 'United Arab Emirates', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=14405&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2047,NPRP 7 - 1189 - 3 - 304,NPRP,Qatar University,Award Closed,11 Jan 2015,Dr. Kerry Wilbur,2 Year(s),01 Aug 2017,New,Evaluation of the Nephroprotective Effects of Metformin in Diabetes - Bench to Bedside,diabetes, Renal disease, metformin, outcomes research, Qatar,Translational Research,"[('Lead PI', 'Dr. Kerry Wilbur', 'Qatar University'), ('Co-Lead PI', 'Dr. Kerry Wilbur', 'Qatar University'), ('PI', 'Dr. Ebrahim Mohammadi', 'Qatar Petroleum (QP)'), ('PI', 'Dr. Shankar Munusamy', 'Qatar University'), ('PI', 'Dr. Nadya Ali M Al-Mulla', 'Qatar Petroleum (QP)')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('Qatar Petroleum (QP)', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15633&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2048,NPRP 7 - 124 - 2 - 060,NPRP,Qatar University,Award Active,01 Mar 2015,Dr. Sadok Sassi,3 Year(s),01 Sep 2018,New,Active and Passive Vibration Control of Periodic Drillstrings,periodic drillstrings, passive and active control, nonlinear vibrations, theory and experiments, long service life,Applied research,"[('Lead PI', 'Dr. Sadok Sassi', 'Qatar University'), ('Co-Lead PI', 'Dr. Sadok Sassi', 'Qatar University'), ('PI', 'Prof. Amr Baz', 'University of Maryland, College Park')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('University of Maryland, College Park', 'United States', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=14409&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2049,NPRP 7 - 1224 - 5 - 178,NPRP,Qatar University,Award Tech. Completed,11 Jan 2015,Dr. Hissa Sadiq,3 Year(s),28 Feb 2018,New,A study to evaluate the professional licensing system for teachers and school leaders in the State of Qatar,Professional standards, professional license system, Supreme Educational Council, portfolio, evaluation,Applied research,"[('Lead PI', 'Dr. Hissa Sadiq', 'Qatar University'), ('Co-Lead PI', 'Dr. Hissa Sadiq', 'Qatar University'), ('PI', 'Dr. Hamda Alsulaiti', 'Ministry of Education and Higher Education'), ('PI', 'Dr. Fatma Al-Mutawah', 'Qatar University'), ('PI', 'Dr. Abdullah Abu-Tineh', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('Ministry of Education and Higher Education', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15669&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2050,NPRP 7 - 1154 - 2 - 433,NPRP,Qatar University,Award Active,11 Jan 2015,Dr. Abdelbaki Benamor,3 Year(s),11 Jun 2018,Resubmission of [NPRP 6 - 1099 - 2 - 448],Advanced CO2 Separation Technology for Natural Gas Processing,Carbon Dioxide Capture, Designer solvent, Gas processing, Long chain amine, CO2 separation,Applied research,"[('Lead PI', 'Dr. Abdelbaki Benamor', 'Qatar University'), ('Co-Lead PI', 'Dr. Abdelbaki Benamor', 'Qatar University'), ('PI', 'Dr. Paitoon Tontiwachwuthikul', 'University of Regina'), ('PI', 'Prof. Raphael Idem', 'University of Regina')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('University of Regina', 'Canada', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15598&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2051,NPRP 7 - 1172 - 2 - 439,NPRP,Texas A&M University at Qatar,Award Tech. Completed,01 Feb 2015,Prof. Mohamed Nounou,3 Year(s),01 Aug 2018,Resubmission of [NPRP 6 - 803 - 2 - 337],Enhanced Monitoring of Environmental and Chemical Processes,Statistical hypothesis testing, Fault detection, Multiscale representation, Interval PCA, Air quality monitoring,Applied research,"[('Lead PI', 'Prof. Mohamed Nounou', 'Texas A&amp;M University at Qatar'), ('Co-Lead PI', 'Prof. Mohamed Nounou', 'Texas A&amp;M University at Qatar'), ('PI', 'Prof. Hazem Nounou', 'Texas A&amp;M University at Qatar'), ('PI', 'Prof. Muhammad Karim', 'Texas A&amp;M Engineering Experiment Station'), ('PI', 'Dr. Gabriele Marchetti', 'Oryx GTL')]","[('Texas A&amp;M University at Qatar', 'Qatar', 'Submitting Institution'), ('Texas A&amp;M Engineering Experiment Station', 'United States', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15616&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2052,NPRP 7 - 1174 - 3 - 302,NPRP,Weill Cornell Medical College in Qatar,Award Active,01 Jan 2015,Prof. Chris Inglehearn,3 Year(s),06 Jul 2019,New,Schizophrenia Genetics in Qatari Families and the Arab population in Qatar,Schizophrenia, Genetics, Population genetics, Psychiatric genetics, Genome wide association studies,Translational Research,"[('Lead PI', 'Prof. Chris Inglehearn', 'University of Leeds'), ('Co-Lead PI', 'Dr. Hassen Al-Amin', 'Weill Cornell Medical College in Qatar'), ('PI', 'Dr. Suhaila Ghuloum', 'Hamad Medical Corporation'), ('PI', 'Dr. Nael Kilzieh', 'Hamad Medical Corporation'), ('PI', 'Dr. Steven Clapcote', 'University of Leeds'), ('PI', 'Dr. Alastair Cardno', 'University of Leeds'), ('PI', 'Dr. Manir Ali', 'University of Leeds')]","[('Weill Cornell Medical College in Qatar', 'Qatar', 'Submitting Institution'), ('Hamad Medical Corporation', 'Qatar', 'Collaborative Institution'), ('University of Leeds', 'United Kingdom', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15618&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2053,NPRP 7 - 1153 - 2 - 432,NPRP,Texas A&M University at Qatar,Award Active,01 May 2015,Prof. Sami EL-BORGI,3 Year(s),07 Jan 2019,New,ROBUST CONDITION MONITORING OF GAS TURBINES USED AS DRIVERS FOR LIQUEFACTION OF NATURAL GAS IN QATAR,Crack initiation and propagation, Non contact vibration measurements, blade tip timing, Signal processing, Crack detection and prognosis,Applied research,"[('Lead PI', 'Prof. Sami EL-BORGI', 'Texas A&amp;M University at Qatar'), ('Co-Lead PI', 'Prof. Sami EL-BORGI', 'Texas A&amp;M University at Qatar'), ('PI', 'Prof. Michael Friswell', 'Swansea University'), ('PI', 'Dr. Osama Ashour', 'General Electric')]","[('Texas A&amp;M University at Qatar', 'Qatar', 'Submitting Institution'), ('Swansea University', 'United Kingdom', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15597&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2054,NPRP 7 - 1129 - 1 - 201,NPRP,Qatar University,Award Active,11 Mar 2015,Dr. RODRIGO RIERA,3 Year(s),06 Oct 2018,New,"Assessing the importance of offshore platforms as marine biodiversity hot spots, protected areas, and genetic stepping stones for the conservation of coral reefs in Qatar",Coral Reefs, Stepping stones, COmmunity, Genetics, Offshora,Applied research,"[('Lead PI', 'Dr. RODRIGO RIERA', 'Centro de Investigaciones Medioambientales del Atlantico (C.I.M.A.)'), ('Co-Lead PI', 'Dr. Radhouan Ben-Hamadou', 'Qatar University'), ('PI', 'Mr. Steffen Bach', 'Maersk Oil Research and Technology Centre'), ('PI', 'Dr. Martin Bennetzen', 'Maersk Oil Research and Technology Centre'), ('PI', 'Dr. Peter Møller', 'University of Copenhagen'), ('PI', 'Dr. Philip Thomsen', 'University of Copenhagen')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('University of Copenhagen', 'Denmark', 'Collaborative Institution'), ('Centro de Investigaciones Medioambientales del Atlantico (C.I.M.A.)', 'Spain', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15573&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2055,NPRP 7 - 1120 - 3 - 288,NPRP,Hamad Medical Corporation,Award Active,12 Jan 2015,Dr. Rafael Consunji,3 Year(s),08 Apr 2019,New,A Unified Registry for Occupational Injury Prevention in Qatar,Occupational safety, Epidemiology, Injury prevention, Public  health, Public policy,Translational Research,"[('Lead PI', 'Dr. Rafael Consunji', 'Hamad Medical Corporation'), ('Co-Lead PI', 'Dr. Rafael Consunji', 'Hamad Medical Corporation'), ('PI', 'Dr. Ruben Peralta Rosario', 'Hamad Medical Corporation'), ('PI', 'Dr. Amber Mehmood', 'Johns Hopkins Bloomberg School of Public health'), ('PI', 'Prof. Adnan Hyder', 'Johns Hopkins Bloomberg School of Public health'), ('PI', 'Dr. Ayman El-Menyar', 'Hamad Medical Corporation'), ('PI', 'Dr. Mohammed Al-Thani', 'Ministry of Public Health'), ('PI', 'Dr. Hassan Al-Thani', 'Hamad Medical Corporation')]","[('Hamad Medical Corporation', 'Qatar', 'Submitting Institution'), ('Ministry of Public Health', 'Qatar', 'Collaborative Institution'), ('Johns Hopkins Bloomberg School of Public health', 'United States', 'Collaborative Institution'), ('Ministry of Labor', 'Qatar', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15564&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2056,NPRP 7 - 1114 - 2 - 415,NPRP,Texas A&M University at Qatar,Award Tech. Completed,01 Feb 2015,Dr. Reza Tafreshi,3 Year(s),30 Jun 2018,New,High Integrity Pipeline Protection System Architecture Optimization Using Compact Models,Optimal High Integrity Pipeline Protection, Physics-based Modeling of Multiphase Flow, Cost-efficient Subsea Equipment, Universal Subsea Safety System, Optimum Performance and Reliability,Applied research,"[('Lead PI', 'Dr. Reza Tafreshi', 'Texas A&amp;M University at Qatar'), ('Co-Lead PI', 'Dr. Reza Tafreshi', 'Texas A&amp;M University at Qatar'), ('PI', 'Dr. Matthew Franchek', 'University of Houston'), ('PI', 'Dr. Karolos Grigoriadis', 'University of Houston')]","[('Texas A&amp;M University at Qatar', 'Qatar', 'Submitting Institution'), ('University of Houston', 'United States', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15558&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
2057,NPRP 7 - 1113 - 1 - 199,NPRP,Qatar University,Award Active,11 Jan 2015,Dr. wassim znaidi,3 Year(s),11 Jul 2018,New,Engineering Security and Performance Aware Vehicular Applications for Safer and Smarter Roads,Road safety, Intelligent transport systems, Vehicular networking, Security, Safety of Transportation systems,Applied research,"[('Lead PI', 'Dr. Elyes Ben Hamida', 'Qatar University'), ('Lead PI', 'Dr. wassim znaidi', 'Qatar University'), ('PI', 'Dr. Ala Al-Fuqaha', 'Western Michigan University'), ('PI', 'Dr. Elyes Ben Hamida', 'Qatar University'), ('PI', 'Prof. Bharat Bhargava', 'Purdue University'), ('PI', 'Dr. HAMID MENOUAR', 'Qatar University')]","[('Qatar University', 'Qatar', 'Submitting Institution'), ('Western Michigan University', 'United States', 'Collaborative Institution'), ('Purdue University', 'United States', 'Collaborative Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=15557&s=N&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
